njp.32101037602388,0
njp.32101037604079,0
mdp.39015067242498,0
loc.ark+=13960=t00z7s18x,0
njp.32101075993301,0
mdp.39015022638202,0
uva.x004011136,0
uc1.b27916,0
mdp.39015010864141,0
nyp.33433081871026,0
nyp.33433082456678,0
nyp.33433082322037,0
loc.ark+=13960=t0ks73294,10.4058272633
uc2.ark+=13960=t8hd7w37x,18.9560200351
nnc1.ar62810391,24.3345987472
loc.ark+=13960=t7vm4f07z,25.9645421721
uc2.ark+=13960=t70v8d77v,27.4685677501
mdp.39015066690234,27.5892045213
mdp.39015014804465,28.6956332811
mdp.39015010964453,29.709467047
uc2.ark+=13960=t4hm5g83g,29.9158947495
uc1.b161153,31.1772131479
nnc1.ar53767756,37.8071833648
uc2.ark+=13960=t77s7p341,38.1469726563
hvd.hn25zc,38.5746323657
uc1.b166248,38.8427507199
mdp.39015063693108,39.1092552892
nyp.33433074384896,39.3753302916
uc1.32106006254269,40.6758527066
mdp.39015076632002,41.1010399607
uc1.$b710812,42.4204883127
mdp.39015063512571,44.1862066755
loc.ark+=13960=t53f4vt9j,45.9795722935
uc2.ark+=13960=t37089g76,47.2190157909
loc.ark+=13960=t6k07d12r,47.5624256837
uc1.b248072,49.4880864297
nyp.33433074800776,49.7655709406
loc.ark+=13960=t1cj8wd62,49.8818302799
uc1.32106001634010,51.5375658351
loc.ark+=13960=t3mw2ws7c,52.1068110463
uc2.ark+=13960=t6pz5422q,52.3897191988
mdp.39015008535687,52.5162249957
mdp.39015088624237,52.6028071382
uc2.ark+=13960=t7jq0tf91,53.2266451236
mdp.39015030743820,53.7521348486
nyp.33433074940929,53.7546328953
nc01.ark+=13960=t6h13sw4p,53.9077412662
hvd.hw2f4m,54.1536263444
uc1.31158010671369,54.2242137793
loc.ark+=13960=t1cj8x37x,54.2882395149
nyp.33433076091150,54.2955617781
uc2.ark+=13960=t5z60cj4k,54.652207729
uc1.b3545211,55.153946625
uc2.ark+=13960=t72v2nr3w,55.1755554432
uc2.ark+=13960=t0ns0m16d,55.3171456701
umn.319510020139864,55.5563199526
loc.ark+=13960=t3fx7tf0c,55.6713582526
hvd.hw2g3g,55.856915234
uc2.ark+=13960=t2r49h46v,55.9000786095
nyp.33433043999303,56.1535610227
loc.ark+=13960=t6zw1sp99,56.2125286066
nyp.33433074794276,56.3352107729
uc2.ark+=13960=t85h7ft5x,56.5589375491
loc.ark+=13960=t1zc8g49h,56.8911001771
nyp.33433076049398,57.0363344887
uc2.ark+=13960=t6f18t056,57.288373682
nyp.33433074802459,57.397338451
uc2.ark+=13960=t0tq5vc52,57.445143253
loc.ark+=13960=t2j682s7x,57.7029413798
loc.ark+=13960=t20c5fd0s,57.7530089739
uc1.b248528,57.8075327997
mdp.39015063542594,57.8435585389
inu.32000007299938,57.9377625648
mdp.39015003700443,57.9390556018
uva.x001726222,58.0462230872
nyp.33433076080252,58.113219629
uc1.$b802361,58.1209758697
njp.32101042002202,58.2400611886
loc.ark+=13960=t7tm7p77t,58.2891786371
uc2.ark+=13960=t2697271d,58.3004379534
njp.32101063606071,58.3051287215
uc2.ark+=13960=t2x34sz3s,58.5491861804
mdp.39015078290726,58.5707871212
loc.ark+=13960=t59c7jm22,58.6514502378
mdp.39015003700476,58.6674235325
uc1.31158001904787,58.8146548679
mdp.39015030744224,58.8937772303
mdp.39015002227083,59.0784968786
nyp.33433076045040,59.2208153403
nyp.33433076053457,59.2706208264
uc1.31822038200838,59.3263751219
nyp.33433074913520,59.5844031462
mdp.39015063918414,59.7243243338
loc.ark+=13960=t6543bx17,59.7256170771
mdp.39076005051201,59.7652233256
nc01.ark+=13960=t9h42j161,59.7762066552
uc2.ark+=13960=t3vt1h25j,59.9386094506
nc01.ark+=13960=t8z89pg69,59.9674181147
loc.ark+=13960=t9c54gr12,60.0729451431
pst.000006716905,60.1825926983
uc1.$b799922,60.2236261312
nnc1.cr59979305,60.2563845105
nyp.33433074788070,60.3509644177
nnc1.cu58359559,60.358036096
mdp.39015030714631,60.4986580369
uc2.ark+=13960=t25b00h6z,60.5995653667
uc2.ark+=13960=t13n25462,60.6762940968
uc2.ark+=13960=t2z31q587,60.7156395445
uc2.ark+=13960=t2g73b41n,60.7683398022
uiuo.ark+=13960=t5db8n53x,60.8064781913
inu.32000011074152,60.8210975811
njp.32101068150752,60.8684823809
loc.ark+=13960=t3417v044,60.8989536958
uc2.ark+=13960=t76t0hn6g,60.975630709
uiuo.ark+=13960=t4jm2m046,61.0091076751
umn.319510016362104,61.0765432099
nyp.33433082191085,61.1596230323
njp.32101061813315,61.3249212156
wu.89099327710,61.3541205165
uc2.ark+=13960=t4qj79m2b,61.3795127507
nyp.33433074845839,61.3904413901
wu.89099900284,61.5871126465
nyp.33433075761738,61.6117942896
uc2.ark+=13960=t5q81580g,61.7345819296
mdp.39015005174159,61.7572926067
inu.39000005884239,61.9422657655
mdp.39015065463039,61.9812081434
nnc1.cu56443846,62.0317730503
nc01.ark+=13960=t82j6gg2f,62.1031489041
wu.89098879513,62.1405865761
hvd.hn5wbx,62.1782156882
uc1.31822038199097,62.1791596448
nyp.33433076059470,62.206380154
nyp.33433074809462,62.3695269984
uc2.ark+=13960=t4bn9xk36,62.4351119892
coo.31924013129774,62.4564747037
njp.32101017275502,62.4852117583
nyp.33433074840889,62.606262861
mdp.39015065767876,62.6165610639
uc2.ark+=13960=t87h1fc20,62.7354337028
nyp.33433074911458,62.762206168
mdp.39015070226199,62.8566031368
nyp.33433076049521,63.0660327395
loc.ark+=13960=t9g455g45,63.1369447297
uc2.ark+=13960=t0js9hv9v,63.2440453465
uva.x000880061,63.2740625615
mdp.39015063744661,63.465148076
njp.32101074760685,63.5568616543
mdp.39015022372695,63.5968287272
nyp.33433074947437,63.6402489409
uc2.ark+=13960=t9q23rr7z,63.666491369
uc2.ark+=13960=t5t72hr96,63.7040661763
mdp.39015031329942,63.7102822551
uc2.ark+=13960=t72v2d072,63.7405964257
uiuo.ark+=13960=t10p1mt7x,63.7580343108
uc2.ark+=13960=t7qn61g4p,63.7798456296
uc2.ark+=13960=t6vx0884b,63.8405473676
uva.x002706114,63.8478628613
uiuo.ark+=13960=t74t7760g,63.9521009886
loc.ark+=13960=t0zp4mn0v,64.0108411885
loc.ark+=13960=t8x92s69s,64.1249037814
hvd.hwp4r2,64.1253845216
uc2.ark+=13960=t7jq0th12,64.1656514871
nyp.33433082345871,64.1788430421
uc2.ark+=13960=t03x84669,64.1804597659
mdp.39015013167948,64.1805333928
nyp.33433076048812,64.2010036118
loc.ark+=13960=t6rx9s447,64.2552301074
uc2.ark+=13960=t6445hz16,64.3904012015
uiuo.ark+=13960=t3611px50,64.4025879489
uc2.ark+=13960=t2j67g90v,64.4284372783
mdp.39015033160063,64.4445891789
nyp.33433074815006,64.474663847
mdp.39015063751195,64.4902795779
nyp.33433082294962,64.576898618
uc1.b3550806,64.6004830404
nyp.33433076045016,64.6015525811
mdp.39015000619497,64.6071518815
loc.ark+=13960=t19k4vg58,64.6295087313
uc2.ark+=13960=t8tb12707,64.6356758904
wu.89094365772,64.6360256101
nyp.33433076067028,64.6448987734
nyp.33433076079296,64.6468133835
mdp.39015062292373,64.7562176755
njp.32101067921054,64.760615639
hvd.hn2hdk,64.7921893496
mdp.39015078572479,64.8153679979
uva.x030788443,64.895395427
uc2.ark+=13960=t5r787h5g,64.9072076207
uiuo.ark+=13960=t7br93v3q,64.9829475327
uc2.ark+=13960=t05x2j82k,64.9900549778
mdp.39015053238872,65.0279375485
mdp.39015065731823,65.0399151595
mdp.39015065768106,65.0741178958
nyp.33433076062862,65.1115159885
mdp.39015062421295,65.1223725732
uc2.ark+=13960=t07w6824b,65.1747015753
loc.ark+=13960=t0rr2bx7k,65.1828739012
nc01.ark+=13960=t80k3kd0d,65.1905652901
uiuo.ark+=13960=t7br9226f,65.2147370586
njp.32101064788878,65.2303740287
nyp.33433076048234,65.3143621167
ucm.5324386384,65.3174950819
njp.32101062531312,65.3310613914
uiuo.ark+=13960=t9280ks1g,65.345588589
